Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:32228, Regular Poison Arrow
gregtech:gt.metaitem.01:32229, Regular Slowness Arrow
gregtech:gt.metaitem.01:32230, Regular Slowness Arrow
gregtech:gt.metaitem.01:32231, Regular Weakness Arrow
gregtech:gt.metaitem.01:32232, Regular Weakness Arrow
gregtech:gt.metaitem.01:32233, Regular Holy Water Arrow
gregtech:gt.metaitem.01:32250, Light Glass Vial Arrow
gregtech:gt.metaitem.01:32251, Light Poison Arrow
gregtech:gt.metaitem.01:32252, Light Poison Arrow
gregtech:gt.metaitem.01:32253, Light Poison Arrow
gregtech:gt.metaitem.01:32254, Light Slowness Arrow
gregtech:gt.metaitem.01:32255, Light Slowness Arrow
gregtech:gt.metaitem.01:32256, Light Weakness Arrow
gregtech:gt.metaitem.01:32257, Light Weakness Arrow
gregtech:gt.metaitem.01:32258, Light Holy Water Arrow
gregtech:gt.metaitem.01:32300, Empty Shape Plate
gregtech:gt.metaitem.01:32301, Mold (Plate)
gregtech:gt.metaitem.01:32302, Mold (Casing)
gregtech:gt.metaitem.01:32303, Mold (Gear)
gregtech:gt.metaitem.01:32304, Mold (Coinage)
gregtech:gt.metaitem.01:32305, Mold (Bottle)
gregtech:gt.metaitem.01:32306, Mold (Ingot)
gregtech:gt.metaitem.01:32307, Mold (Ball)
gregtech:gt.metaitem.01:32308, Mold (Block)
gregtech:gt.metaitem.01:32309, Mold (Nuggets)
gregtech:gt.metaitem.01:32310, Mold (Buns)
gregtech:gt.metaitem.01:32311, Mold (Bread)
gregtech:gt.metaitem.01:32312, Mold (Baguette)
gregtech:gt.metaitem.01:32313, Mold (Cylinder)
gregtech:gt.metaitem.01:32314, Mold (Anvil)
gregtech:gt.metaitem.01:32315, Mold (Name)
gregtech:gt.metaitem.01:32316, Mold (Arrow Head)
gregtech:gt.metaitem.01:32317, Mold (Small Gear)
gregtech:gt.metaitem.01:32350, Extruder Shape (Plate)
gregtech:gt.metaitem.01:32351, Extruder Shape (Rod)
gregtech:gt.metaitem.01:32352, Extruder Shape (Bolt)
gregtech:gt.metaitem.01:32353, Extruder Shape (Ring)
gregtech:gt.metaitem.01:32354, Extruder Shape (Cell)
gregtech:gt.metaitem.01:32355, Extruder Shape (Ingot)
gregtech:gt.metaitem.01:32356, Extruder Shape (Wire)
gregtech:gt.metaitem.01:32357, Extruder Shape (Casing)
gregtech:gt.metaitem.01:32358, Extruder Shape (Tiny Pipe)
gregtech:gt.metaitem.01:32359, Extruder Shape (Small Pipe)
gregtech:gt.metaitem.01:32360, Extruder Shape (Normal Pipe)
gregtech:gt.metaitem.01:32361, Extruder Shape (Large Pipe)
gregtech:gt.metaitem.01:32362, Extruder Shape (Huge Pipe)
gregtech:gt.metaitem.01:32363, Extruder Shape (Block)
gregtech:gt.metaitem.01:32364, Extruder Shape (Sword Blade)
gregtech:gt.metaitem.01:32365, Extruder Shape (Pickaxe Head)
gregtech:gt.metaitem.01:32366, Extruder Shape (Shovel Head)
gregtech:gt.metaitem.01:32367, Extruder Shape (Axe Head)
gregtech:gt.metaitem.01:32368, Extruder Shape (Hoe Head)
gregtech:gt.metaitem.01:32369, Extruder Shape (Hammer Head)
gregtech:gt.metaitem.01:32370, Extruder Shape (File Head)
gregtech:gt.metaitem.01:32371, Extruder Shape (Saw Blade)
gregtech:gt.metaitem.01:32372, Extruder Shape (Gear)
gregtech:gt.metaitem.01:32373, Extruder Shape (Bottle)
gregtech:gt.metaitem.01:32398, Slicer Blade (Flat)
gregtech:gt.metaitem.01:32399, Slicer Blade (Stripes)
gregtech:gt.metaitem.01:32400, Empty Plastic Fuel Can
gregtech:gt.metaitem.01:32401, Plastic Fuel Can
gregtech:gt.metaitem.01:32402, Empty Spray Can
gregtech:gt.metaitem.01:32403, Empty Crate
gregtech:gt.metaitem.01:32404, Empty Thermos Can
gregtech:gt.metaitem.01:32405, Large Steel Fluid Cell
gregtech:gt.metaitem.01:32406, Large Tungstensteel Fluid Cell
gregtech:gt.metaitem.01:32430, Spray Can (Black)
gregtech:gt.metaitem.01:32432, Spray Can (Red)
gregtech:gt.metaitem.01:32434, Spray Can (Green)
gregtech:gt.metaitem.01:32436, Spray Can (Brown)
gregtech:gt.metaitem.01:32438, Spray Can (Blue)
gregtech:gt.metaitem.01:32440, Spray Can (Purple)
gregtech:gt.metaitem.01:32442, Spray Can (Cyan)
gregtech:gt.metaitem.01:32444, Spray Can (Light Gray)
gregtech:gt.metaitem.01:32446, Spray Can (Gray)
gregtech:gt.metaitem.01:32448, Spray Can (Pink)
gregtech:gt.metaitem.01:32450, Spray Can (Lime)
gregtech:gt.metaitem.01:32452, Spray Can (Yellow)
gregtech:gt.metaitem.01:32454, Spray Can (Light Blue)
gregtech:gt.metaitem.01:32456, Spray Can (Magenta)
gregtech:gt.metaitem.01:32458, Spray Can (Orange)
gregtech:gt.metaitem.01:32460, Spray Can (White)
gregtech:gt.metaitem.01:32471, Match
gregtech:gt.metaitem.01:32473, Match Box (Full)
gregtech:gt.metaitem.01:32474, Lighter (Empty)
gregtech:gt.metaitem.01:32476, Lighter (Full)
gregtech:gt.metaitem.01:32477, Platinum Lighter (Empty)
gregtech:gt.metaitem.01:32479, Platinum Lighter (Full)
gregtech:gt.metaitem.01:32480, Iridium Alloy Ingot
gregtech:gt.metaitem.01:32481, Printed Pages
gregtech:gt.metaitem.01:32487, Book
gregtech:gt.metaitem.01:32488, Book
gregtech:gt.metaitem.01:32489, Book
gregtech:gt.metaitem.01:32490, Schematic
gregtech:gt.metaitem.01:32491, Schematic (Crafting)
gregtech:gt.metaitem.01:32495, Schematic (1x1)
gregtech:gt.metaitem.01:32496, Schematic (2x2)
gregtech:gt.metaitem.01:32497, Schematic (3x3)
gregtech:gt.metaitem.01:32498, Schematic (Dusts)
gregtech:gt.metaitem.01:32499, Tantalum Capacitor
gregtech:gt.metaitem.01:32499, Tantalum Capacitor
gregtech:gt.metaitem.01:32500, Small Battery Hull
gregtech:gt.metaitem.01:32501, Medium Battery Hull
gregtech:gt.metaitem.01:32502, Large Battery Hull
gregtech:gt.metaitem.01:32510, Small Acid Battery
gregtech:gt.metaitem.01:32511, Small Mercury Battery
gregtech:gt.metaitem.01:32517, Small Cadmium Battery
gregtech:gt.metaitem.01:32517, Small Cadmium Battery
gregtech:gt.metaitem.01:32518, Small Lithium Battery
gregtech:gt.metaitem.01:32518, Small Lithium Battery
gregtech:gt.metaitem.01:32519, Small Sodium Battery
gregtech:gt.metaitem.01:32519, Small Sodium Battery
gregtech:gt.metaitem.01:32520, Medium Acid Battery
gregtech:gt.metaitem.01:32521, Medium Mercury Battery
gregtech:gt.metaitem.01:32527, Medium Cadmium Battery
gregtech:gt.metaitem.01:32527, Medium Cadmium Battery
gregtech:gt.metaitem.01:32528, Medium Lithium Battery
gregtech:gt.metaitem.01:32528, Medium Lithium Battery
gregtech:gt.metaitem.01:32529, Medium Sodium Battery
gregtech:gt.metaitem.01:32529, Medium Sodium Battery
gregtech:gt.metaitem.01:32530, Large Acid Battery
gregtech:gt.metaitem.01:32531, Large Mercury Battery
gregtech:gt.metaitem.01:32537, Large Cadmium Battery
gregtech:gt.metaitem.01:32537, Large Cadmium Battery
gregtech:gt.metaitem.01:32538, Large Lithium Battery
gregtech:gt.metaitem.01:32538, Large Lithium Battery
gregtech:gt.metaitem.01:32539, Large Sodium Battery
gregtech:gt.metaitem.01:32539, Large Sodium Battery
gregtech:gt.metaitem.01:32597, Lapotronic Energy Orb
gregtech:gt.metaitem.01:32597, Lapotronic Energy Orb
gregtech:gt.metaitem.01:32598, Zero Point Module
gregtech:gt.metaitem.01:32599, Lapotronic Energy Orb Cluster
gregtech:gt.metaitem.01:32599, Lapotronic Energy Orb Cluster
gregtech:gt.metaitem.01:32600, Electric Motor (LV)
gregtech:gt.metaitem.01:32601, Electric Motor (MV)
gregtech:gt.metaitem.01:32602, Electric Motor (HV)
gregtech:gt.metaitem.01:32603, Electric Motor (EV)
gregtech:gt.metaitem.01:32604, Electric Motor (IV)
gregtech:gt.metaitem.01:32605, Ultimate Battery
gregtech:gt.metaitem.01:32605, Ultimate Battery
gregtech:gt.metaitem.01:32606, Electric Motor (LuV)
gregtech:gt.metaitem.01:32607, Electric Motor (ZPM)
gregtech:gt.metaitem.01:32608, Electric Motor (UV)
gregtech:gt.metaitem.01:32610, Electric Pump (LV)
gregtech:gt.metaitem.01:32611, Electric Pump (MV)
gregtech:gt.metaitem.01:32612, Electric Pump (HV)
gregtech:gt.metaitem.01:32613, Electric Pump (EV)
gregtech:gt.metaitem.01:32614, Electric Pump (IV)
gregtech:gt.metaitem.01:32615, Fluid Regulator (LV)
gregtech:gt.metaitem.01:32616, Fluid Regulator (MV)
gregtech:gt.metaitem.01:32617, Fluid Regulator (HV)
gregtech:gt.metaitem.01:32618, Fluid Regulator (EV)
gregtech:gt.metaitem.01:32619, Fluid Regulator (IV)
gregtech:gt.metaitem.01:32620, Electric Pump (LuV)
gregtech:gt.metaitem.01:32621, Electric Pump (ZPM)
gregtech:gt.metaitem.01:32622, Electric Pump (UV)
gregtech:gt.metaitem.01:32630, Conveyor Module (LV)
gregtech:gt.metaitem.01:32631, Conveyor Module (MV)
gregtech:gt.metaitem.01:32632, Conveyor Module (HV)
gregtech:gt.metaitem.01:32633, Conveyor Module (EV)
gregtech:gt.metaitem.01:32634, Conveyor Module (IV)
gregtech:gt.metaitem.01:32635, Fluid Filter
gregtech:gt.metaitem.01:32636, Conveyor Module (LuV)
gregtech:gt.metaitem.01:32637, Conveyor Module (ZPM)
gregtech:gt.metaitem.01:32638, Conveyor Module (UV)
gregtech:gt.metaitem.01:32640, Electric Piston (LV)
gregtech:gt.metaitem.01:32641, Electric Piston (MV)
gregtech:gt.metaitem.01:32642, Electric Piston (HV)
gregtech:gt.metaitem.01:32643, Electric Piston (EV)
gregtech:gt.metaitem.01:32644, Electric Piston (IV)
gregtech:gt.metaitem.01:32645, Electric Piston (LuV)
gregtech:gt.metaitem.01:32646, Electric Piston (ZPM)
gregtech:gt.metaitem.01:32647, Electric Piston (UV)
gregtech:gt.metaitem.01:32650, Robot Arm (LV)
gregtech:gt.metaitem.01:32651, Robot Arm (MV)
gregtech:gt.metaitem.01:32652, Robot Arm (HV)
gregtech:gt.metaitem.01:32653, Robot Arm (EV)
gregtech:gt.metaitem.01:32654, Robot Arm (IV)
gregtech:gt.metaitem.01:32655, Robot Arm (LuV)
gregtech:gt.metaitem.01:32656, Robot Arm (ZPM)
gregtech:gt.metaitem.01:32657, Robot Arm (UV)
gregtech:gt.metaitem.01:32670, Field Generator (LV)
gregtech:gt.metaitem.01:32671, Field Generator (MV)
gregtech:gt.metaitem.01:32672, Field Generator (HV)
gregtech:gt.metaitem.01:32673, Field Generator (EV)
gregtech:gt.metaitem.01:32674, Field Generator (IV)
gregtech:gt.metaitem.01:32675, Field Generator (LuV)
gregtech:gt.metaitem.01:32676, Field Generator (ZPM)
gregtech:gt.metaitem.01:32677, Field Generator (UV)
gregtech:gt.metaitem.01:32680, Emitter (LV)
gregtech:gt.metaitem.01:32681, Emitter (MV)
gregtech:gt.metaitem.01:32682, Emitter (HV)
gregtech:gt.metaitem.01:32683, Emitter (EV)
gregtech:gt.metaitem.01:32684, Emitter (IV)
gregtech:gt.metaitem.01:32685, Emitter (LuV)
gregtech:gt.metaitem.01:32686, Emitter (ZPM)
gregtech:gt.metaitem.01:32687, Emitter (UV)
gregtech:gt.metaitem.01:32690, Sensor (LV)
gregtech:gt.metaitem.01:32691, Sensor (MV)
gregtech:gt.metaitem.01:32692, Sensor (HV)
gregtech:gt.metaitem.01:32693, Sensor (EV)
gregtech:gt.metaitem.01:32694, Sensor (IV)
gregtech:gt.metaitem.01:32695, Sensor (LuV)
gregtech:gt.metaitem.01:32696, Sensor (ZPM)
gregtech:gt.metaitem.01:32697, Sensor (UV)
gregtech:gt.metaitem.01:32700, Vacuum Tube
gregtech:gt.metaitem.01:32701, Integrated Logic Circuit
gregtech:gt.metaitem.01:32702, Good Electronic Circuit
gregtech:gt.metaitem.01:32703, Processor Assembly
gregtech:gt.metaitem.01:32704, Workstation
gregtech:gt.metaitem.01:32705, Mainframe
gregtech:gt.metaitem.01:32706, Nanoprocessor Mainframe
gregtech:gt.metaitem.01:32707, Data Orb
gregtech:gt.metaitem.01:32708, Data Stick
gregtech:gt.metaitem.01:32710, Coated Circuit Board
gregtech:gt.metaitem.01:32711, Epoxy Circuit Board
gregtech:gt.metaitem.01:32712, Multilayer Fiber-Reinforced Circuit Board
gregtech:gt.metaitem.01:32713, Engraved Crystal Chip
gregtech:gt.metaitem.01:32714, Engraved Lapotron Chip
gregtech:gt.metaitem.01:32715, Diode
gregtech:gt.metaitem.01:32716, Resistor
gregtech:gt.metaitem.01:32717, Transistor
gregtech:gt.metaitem.01:32718, Capacitor
gregtech:gt.metaitem.01:32719, Phenolic Circuit Board
gregtech:gt.metaitem.01:32720, Fiber-Reinforced Circuit Board
gregtech:gt.metaitem.01:32721, Diamond Sawblade
gregtech:gt.metaitem.01:32722, Diamond Grinding Head
gregtech:gt.metaitem.01:32723, Tungsten Grinding Head
gregtech:gt.metaitem.01:32724, Quantum Eye
gregtech:gt.metaitem.01:32725, Quantum Star
gregtech:gt.metaitem.01:32726, Gravi Star
gregtech:gt.metaitem.01:32727, Muffler Upgrade
gregtech:gt.metaitem.01:32728, Lock Upgrade
gregtech:gt.metaitem.01:32729, Item Filter
gregtech:gt.metaitem.01:32730, Machine Controller
gregtech:gt.metaitem.01:32731, Activity Detector
gregtech:gt.metaitem.01:32732, Fluid Detector
gregtech:gt.metaitem.01:32733, Item Detector
gregtech:gt.metaitem.01:32734, Energy Detector
gregtech:gt.metaitem.01:32735, Player Detector
gregtech:gt.metaitem.01:32736, Energy Module
gregtech:gt.metaitem.01:32736, Energy Module
gregtech:gt.metaitem.01:32737, Energy Cluster
gregtech:gt.metaitem.01:32737, Energy Cluster
gregtech:gt.metaitem.01:32740, Computer Monitor
gregtech:gt.metaitem.01:32741, Redstone Transmitter (Out)
gregtech:gt.metaitem.01:32742, Redstone Transmitter (In)
gregtech:gt.metaitem.01:32744, Crafting Table Cover
gregtech:gt.metaitem.01:32745, Drain
gregtech:gt.metaitem.01:32746, Redstone Receiver (Out)
gregtech:gt.metaitem.01:32747, Redstone Receiver (In)
gregtech:gt.metaitem.01:32748, Needs Maintenance Cover
gregtech:gt.metaitem.01:32749, Shutter Module
gregtech:gt.metaitem.01:32750, Solar Panel
gregtech:gt.metaitem.01:32751, Solar Panel (8V)
gregtech:gt.metaitem.01:32752, Solar Panel (LV)
gregtech:gt.metaitem.01:32753, Solar Panel (MV)
gregtech:gt.metaitem.01:32754, Solar Panel (HV)
gregtech:gt.metaitem.01:32755, Solar Panel (EV)
gregtech:gt.metaitem.01:32756, Solar Panel (IV)
gregtech:gt.metaitem.01:32757, Solar Panel (LuV)
gregtech:gt.metaitem.01:32758, Solar Panel (ZPM)
gregtech:gt.metaitem.01:32759, Solar Panel (UV)
gregtech:gt.metaitem.01:32760, Sonictron
gregtech:gt.metaitem.01:32761, Debug Scanner
gregtech:gt.metaitem.01:32761, Debug Scanner
gregtech:gt.metaitem.01:32762, Portable Scanner
gregtech:gt.metaitem.01:32762, Portable Scanner
gregtech:gt.metaitem.01:32763, GregTech Sensor Kit
gregtech:gt.metaitem.01:32764, BrainTech Aerospace Advanced Reinforced Duct Tape FAL-84
gregtech:gt.metaitem.01:32765, Mc Guffium 239
gregtech:gt.metaitem.02:16008, Beryllium Turbine Blade
gregtech:gt.metaitem.02:16010, Carbon Turbine Blade
gregtech:gt.metaitem.02:16019, Aluminium Turbine Blade
gregtech:gt.metaitem.02:16028, Titanium Turbine Blade
gregtech:gt.metaitem.02:16030, Chrome Turbine Blade
gregtech:gt.metaitem.02:16031, Manganese Turbine Blade
gregtech:gt.metaitem.02:16032, Iron Turbine Blade
gregtech:gt.metaitem.02:16033, Cobalt Turbine Blade
gregtech:gt.metaitem.02:16034, Nickel Turbine Blade
gregtech:gt.metaitem.02:16048, Molybdenum Turbine Blade
gregtech:gt.metaitem.02:16052, Palladium Turbine Blade
gregtech:gt.metaitem.02:16054, Silver Turbine Blade
gregtech:gt.metaitem.02:16067, Neodymium Turbine Blade
gregtech:gt.metaitem.02:16081, Tungsten Turbine Blade
gregtech:gt.metaitem.02:16083, Osmium Turbine Blade
gregtech:gt.metaitem.02:16084, Iridium Turbine Blade
gregtech:gt.metaitem.02:16085, Platinum Turbine Blade
gregtech:gt.metaitem.02:16086, Gold Turbine Blade
gregtech:gt.metaitem.02:16089, Lead Turbine Blade
gregtech:gt.metaitem.02:16090, Bismuth Turbine Blade
gregtech:gt.metaitem.02:16096, Thorium Turbine Blade
gregtech:gt.metaitem.02:16097, Uranium 235 Turbine Blade
gregtech:gt.metaitem.02:16098, Uranium 238 Turbine Blade
gregtech:gt.metaitem.02:16100, Plutonium 239 Turbine Blade
gregtech:gt.metaitem.02:16101, Plutonium 241 Turbine Blade
gregtech:gt.metaitem.02:16129, Neutronium Turbine Blade
gregtech:gt.metaitem.02:16300, Bronze Turbine Blade
gregtech:gt.metaitem.02:16301, Brass Turbine Blade
gregtech:gt.metaitem.02:16302, Invar Turbine Blade
gregtech:gt.metaitem.02:16303, Electrum Turbine Blade
gregtech:gt.metaitem.02:16304, Wrought Iron Turbine Blade
gregtech:gt.metaitem.02:16305, Steel Turbine Blade
gregtech:gt.metaitem.02:16306, Stainless Steel Turbine Blade
gregtech:gt.metaitem.02:16307, Pig Iron Turbine Blade
gregtech:gt.metaitem.02:16310, Cupronickel Turbine Blade
gregtech:gt.metaitem.02:16311, Nichrome Turbine Blade
gregtech:gt.metaitem.02:16312, Kanthal Turbine Blade
gregtech:gt.metaitem.02:16313, Magnalium Turbine Blade
gregtech:gt.metaitem.02:16316, Tungstensteel Turbine Blade
gregtech:gt.metaitem.02:16317, Osmiridium Turbine Blade
gregtech:gt.metaitem.02:16323, Infused Gold Turbine Blade
gregtech:gt.metaitem.02:16324, Naquadah Turbine Blade
gregtech:gt.metaitem.02:16325, Naquadah Alloy Turbine Blade
gregtech:gt.metaitem.02:16326, Enriched Naquadah Turbine Blade
gregtech:gt.metaitem.02:16327, Naquadria Turbine Blade
gregtech:gt.metaitem.02:16328, Duranium Turbine Blade
gregtech:gt.metaitem.02:16329, Tritanium Turbine Blade
gregtech:gt.metaitem.02:16330, Thaumium Turbine Blade
gregtech:gt.metaitem.02:16331, Mithril Turbine Blade
gregtech:gt.metaitem.02:16334, Black Steel Turbine Blade
gregtech:gt.metaitem.02:16335, Damascus Steel Turbine Blade
gregtech:gt.metaitem.02:16343, Cobalt Brass Turbine Blade
gregtech:gt.metaitem.02:16344, Ultimet Turbine Blade
gregtech:gt.metaitem.02:16348, Red Steel Turbine Blade
gregtech:gt.metaitem.02:16349, Blue Steel Turbine Blade
gregtech:gt.metaitem.02:16350, Sterling Silver Turbine Blade
gregtech:gt.metaitem.02:16351, Rose Gold Turbine Blade
gregtech:gt.metaitem.02:16352, Black Bronze Turbine Blade
gregtech:gt.metaitem.02:16353, Bismuth Bronze Turbine Blade
gregtech:gt.metaitem.02:16354, Magnetic Iron Turbine Blade
gregtech:gt.metaitem.02:16355, Magnetic Steel Turbine Blade
gregtech:gt.metaitem.02:16356, Magnetic Neodymium Turbine Blade
gregtech:gt.metaitem.02:16363, Tin Alloy Turbine Blade
gregtech:gt.metaitem.02:16364, Dark Steel Turbine Blade
gregtech:gt.metaitem.02:16370, Tungstencarbide Turbine Blade
gregtech:gt.metaitem.02:16371, Vanadiumsteel Turbine Blade
gregtech:gt.metaitem.02:16372, HSS-G Turbine Blade
gregtech:gt.metaitem.02:16373, HSS-E Turbine Blade
gregtech:gt.metaitem.02:16374, HSS-S Turbine Blade
gregtech:gt.metaitem.02:16470, Epoxy Resin Turbine Blade
gregtech:gt.metaitem.02:16472, Polycaprolactam Turbine Blade
gregtech:gt.metaitem.02:16473, Polytetrafluoroethylene Turbine Blade
gregtech:gt.metaitem.02:16610, Fiber-Reinforced Epoxy Resin Turbine Blade
gregtech:gt.metaitem.02:16613, Nickel-Zinc Ferrite Turbine Blade
gregtech:gt.metaitem.02:16631, Polyphenylene Sulfide Turbine Blade
gregtech:gt.metaitem.02:16801, Blaze Turbine Blade
gregtech:gt.metaitem.02:16819, Graphene Turbine Blade
gregtech:gt.metaitem.02:19035, Fine Copper Wire
gregtech:gt.metaitem.02:19057, Fine Tin Wire
gregtech:gt.metaitem.02:19083, Fine Osmium Wire
gregtech:gt.metaitem.02:19085, Fine Platinum Wire
gregtech:gt.metaitem.02:19086, Fine Gold Wire
gregtech:gt.metaitem.02:19089, Fine Lead Wire
gregtech:gt.metaitem.02:19303, Fine Electrum Wire
gregtech:gt.metaitem.02:19305, Fine Steel Wire
gregtech:gt.metaitem.02:19308, Fine Red Alloy Wire
gregtech:gt.metaitem.02:19314, Fine Soldering Alloy Wire
gregtech:gt.metaitem.02:19345, Fine Annealed Copper Wire
gregtech:gt.metaitem.02:19358, Fine Yttrium Barium Cuprate Wire
gregtech:gt.metaitem.02:19360, Fine Niobium-Titanium Wire
gregtech:gt.metaitem.02:20019, Small Aluminium Gear
gregtech:gt.metaitem.02:20028, Small Titanium Gear
gregtech:gt.metaitem.02:20129, Small Neutronium Gear
gregtech:gt.metaitem.02:20305, Small Steel Gear
gregtech:gt.metaitem.02:20306, Small Stainless Steel Gear
gregtech:gt.metaitem.02:20316, Small Tungstensteel Gear
gregtech:gt.metaitem.02:20372, Small HSS-G Gear
gregtech:gt.metaitem.02:20373, Small HSS-E Gear
gregtech:gt.metaitem.02:21028, Titanium Rotor
gregtech:gt.metaitem.02:21030, Chrome Rotor
gregtech:gt.metaitem.02:21057, Tin Rotor
gregtech:gt.metaitem.02:21083, Osmium Rotor
gregtech:gt.metaitem.02:21084, Iridium Rotor
gregtech:gt.metaitem.02:21129, Neutronium Rotor
gregtech:gt.metaitem.02:21300, Bronze Rotor
gregtech:gt.metaitem.02:21305, Steel Rotor
gregtech:gt.metaitem.02:21306, Stainless Steel Rotor
gregtech:gt.metaitem.02:21316, Tungstensteel Rotor
gregtech:gt.metaitem.02:21372, HSS-G Rotor
gregtech:gt.metaitem.02:21373, HSS-E Rotor
gregtech:gt.metaitem.02:22008, Long Beryllium Rod
gregtech:gt.metaitem.02:22010, Long Carbon Rod
gregtech:gt.metaitem.02:22019, Long Aluminium Rod
gregtech:gt.metaitem.02:22028, Long Titanium Rod
gregtech:gt.metaitem.02:22030, Long Chrome Rod
gregtech:gt.metaitem.02:22031, Long Manganese Rod
gregtech:gt.metaitem.02:22032, Long Iron Rod
gregtech:gt.metaitem.02:22033, Long Cobalt Rod
gregtech:gt.metaitem.02:22034, Long Nickel Rod
gregtech:gt.metaitem.02:22048, Long Molybdenum Rod
gregtech:gt.metaitem.02:22052, Long Palladium Rod
gregtech:gt.metaitem.02:22054, Long Silver Rod
gregtech:gt.metaitem.02:22067, Long Neodymium Rod
gregtech:gt.metaitem.02:22081, Long Tungsten Rod
gregtech:gt.metaitem.02:22083, Long Osmium Rod
gregtech:gt.metaitem.02:22084, Long Iridium Rod
gregtech:gt.metaitem.02:22085, Long Platinum Rod
gregtech:gt.metaitem.02:22086, Long Gold Rod
gregtech:gt.metaitem.02:22089, Long Lead Rod
gregtech:gt.metaitem.02:22090, Long Bismuth Rod
gregtech:gt.metaitem.02:22096, Long Thorium Rod
gregtech:gt.metaitem.02:22097, Long Uranium 235 Rod
gregtech:gt.metaitem.02:22098, Long Uranium 238 Rod
gregtech:gt.metaitem.02:22100, Long Plutonium 239 Rod
gregtech:gt.metaitem.02:22101, Long Plutonium 241 Rod
gregtech:gt.metaitem.02:22103, Long Americium Rod
gregtech:gt.metaitem.02:22129, Long Neutronium Rod
gregtech:gt.metaitem.02:22300, Long Bronze Rod
gregtech:gt.metaitem.02:22301, Long Brass Rod
gregtech:gt.metaitem.02:22302, Long Invar Rod
gregtech:gt.metaitem.02:22303, Long Electrum Rod
gregtech:gt.metaitem.02:22304, Long Wrought Iron Rod
gregtech:gt.metaitem.02:22305, Long Steel Rod
gregtech:gt.metaitem.02:22306, Long Stainless Steel Rod
gregtech:gt.metaitem.02:22307, Long Pig Iron Rod
gregtech:gt.metaitem.02:22310, Long Cupronickel Rod
gregtech:gt.metaitem.02:22311, Long Nichrome Rod
gregtech:gt.metaitem.02:22312, Long Kanthal Rod
gregtech:gt.metaitem.02:22313, Long Magnalium Rod
gregtech:gt.metaitem.02:22316, Long Tungstensteel Rod
gregtech:gt.metaitem.02:22317, Long Osmiridium Rod
gregtech:gt.metaitem.02:22323, Long Infused Gold Rod
gregtech:gt.metaitem.02:22324, Long Naquadah Rod
gregtech:gt.metaitem.02:22325, Long Naquadah Alloy Rod
gregtech:gt.metaitem.02:22326, Long Enriched Naquadah Rod
gregtech:gt.metaitem.02:22327, Long Naquadria Rod
gregtech:gt.metaitem.02:22328, Long Duranium Rod
gregtech:gt.metaitem.02:22329, Long Tritanium Rod
gregtech:gt.metaitem.02:22330, Long Thaumium Rod
gregtech:gt.metaitem.02:22331, Long Mithril Rod
gregtech:gt.metaitem.02:22334, Long Black Steel Rod
gregtech:gt.metaitem.02:22335, Long Damascus Steel Rod
gregtech:gt.metaitem.02:22343, Long Cobalt Brass Rod
gregtech:gt.metaitem.02:22344, Long Ultimet Rod
gregtech:gt.metaitem.02:22348, Long Red Steel Rod
gregtech:gt.metaitem.02:22349, Long Blue Steel Rod
gregtech:gt.metaitem.02:22350, Long Sterling Silver Rod
gregtech:gt.metaitem.02:22351, Long Rose Gold Rod
gregtech:gt.metaitem.02:22352, Long Black Bronze Rod
gregtech:gt.metaitem.02:22353, Long Bismuth Bronze Rod
gregtech:gt.metaitem.02:22354, Long Magnetic Iron Rod
gregtech:gt.metaitem.02:22355, Long Magnetic Steel Rod
gregtech:gt.metaitem.02:22356, Long Magnetic Neodymium Rod
gregtech:gt.metaitem.02:22363, Long Tin Alloy Rod
gregtech:gt.metaitem.02:22364, Long Dark Steel Rod
gregtech:gt.metaitem.02:22370, Long Tungstencarbide Rod
gregtech:gt.metaitem.02:22371, Long Vanadiumsteel Rod
gregtech:gt.metaitem.02:22372, Long HSS-G Rod
gregtech:gt.metaitem.02:22373, Long HSS-E Rod
gregtech:gt.metaitem.02:22374, Long HSS-S Rod
gregtech:gt.metaitem.02:22470, Long Epoxy Resin Rod
gregtech:gt.metaitem.02:22471, Long Silicone Rubber Rod
gregtech:gt.metaitem.02:22472, Long Polycaprolactam Rod
gregtech:gt.metaitem.02:22473, Long Polytetrafluoroethylene Rod
gregtech:gt.metaitem.02:22500, Long Diamond Rod
gregtech:gt.metaitem.02:22501, Long Emerald Rod
gregtech:gt.metaitem.02:22502, Long Ruby Rod
gregtech:gt.metaitem.02:22503, Long Sapphire Rod
gregtech:gt.metaitem.02:22504, Long Green Sapphire Rod
gregtech:gt.metaitem.02:22505, Long Olivine Rod
gregtech:gt.metaitem.02:22506, Long Nether Star Rod
gregtech:gt.metaitem.02:22507, Long Topaz Rod
gregtech:gt.metaitem.02:22508, Long Tanzanite Rod
gregtech:gt.metaitem.02:22509, Long Amethyst Rod
gregtech:gt.metaitem.02:22510, Long Opal Rod
gregtech:gt.metaitem.02:22513, Long Blue Topaz Rod
gregtech:gt.metaitem.02:22514, Long Amber Rod
gregtech:gt.metaitem.02:22516, Long Certus Quartz Rod
gregtech:gt.metaitem.02:22522, Long Nether Quartz Rod
gregtech:gt.metaitem.02:22527, Long Red Garnet Rod
gregtech:gt.metaitem.02:22528, Long Yellow Garnet Rod
gregtech:gt.metaitem.02:22540, Long Aer Rod
gregtech:gt.metaitem.02:22541, Long Ignis Rod
